"COMMUNE_NOM","COLL_INSEE","TYPE_EVENEMENT","ANNEE","DATE_EVENEMENT","NOMBRE_EVENEMENT"
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141020,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141022,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141023,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141026,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141030,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141105,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141109,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141116,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141118,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141120,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141121,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141122,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141123,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141124,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141125,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141129,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141202,2
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141206,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141207,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141209,2
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141210,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141219,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141220,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2014,20141229,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150103,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150104,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150105,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150106,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150108,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150110,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150111,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150113,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150115,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150116,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150119,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150123,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150127,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150203,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150205,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150207,2
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150212,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150214,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150216,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150220,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150222,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150224,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150228,2
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150304,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150307,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150310,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150313,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150316,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150317,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150318,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150321,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150331,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150410,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150413,2
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150420,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150424,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150425,2
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150426,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150429,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150430,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150504,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150505,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150517,2
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150520,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150523,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150603,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150604,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150606,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150607,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150608,2
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150610,3
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150611,2
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150615,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150616,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150620,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150622,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150630,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150701,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150709,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150710,1
"Saint-Paul-lès-Dax","40279","NAISSANCE",2015,20150713,1
